symbol,BSflag,dataIdx,volume
001872.SZ,S,1085387,10
001872.SZ,S,1290283,10
001872.SZ,S,1494871,10
001872.SZ,S,1702405,10
001872.SZ,S,1915326,10
001914.SZ,B,825,20
001914.SZ,B,455411,20
001914.SZ,B,883376,20
001914.SZ,B,1289262,20
001914.SZ,B,1700647,20
001914.SZ,S,825,10
001914.SZ,S,234021,10
001914.SZ,S,455411,10
001914.SZ,S,669683,10
001914.SZ,S,883376,10
001914.SZ,S,1085385,10
001914.SZ,S,1289262,10
001914.SZ,S,1493999,10
001914.SZ,S,1700647,10
001914.SZ,S,1914423,10
002002.SZ,B,822,20
002002.SZ,B,455416,20
002002.SZ,B,883375,20
002002.SZ,B,1289263,20
002002.SZ,B,1700645,20
002002.SZ,S,822,10
002002.SZ,S,233086,10
002002.SZ,S,455416,10
002002.SZ,S,669684,10
002002.SZ,S,883375,10
002002.SZ,S,1085386,10
002002.SZ,S,1289263,10
002002.SZ,S,1493998,10
002002.SZ,S,1700645,10
002002.SZ,S,1914422,10
002010.SZ,B,821,20
002010.SZ,B,455405,20
002010.SZ,B,883809,20
002010.SZ,B,1290600,20
002010.SZ,B,1700644,20
002010.SZ,S,821,10
002010.SZ,S,233082,10
002010.SZ,S,455405,10
002010.SZ,S,669685,10
002010.SZ,S,883809,10
002010.SZ,S,1085381,10
002010.SZ,S,1290600,10
002010.SZ,S,1493996,10
002010.SZ,S,1700644,10
002010.SZ,S,1914421,10
002019.SZ,B,824,20
002019.SZ,B,455408,20
002019.SZ,B,883378,20
002019.SZ,B,1289735,20
002019.SZ,B,1700646,20
002019.SZ,S,824,10
002019.SZ,S,233085,10
002019.SZ,S,455408,10
002019.SZ,S,670096,10
002019.SZ,S,883378,10
002019.SZ,S,1085384,10
002019.SZ,S,1289735,10
002019.SZ,S,1494005,10
002019.SZ,S,1700646,10
002019.SZ,S,1914420,10
002025.SZ,B,820,20
002025.SZ,B,455404,20
002025.SZ,B,883381,20
002025.SZ,B,1289264,20
002025.SZ,B,1700643,20
002025.SZ,S,820,10
002025.SZ,S,233081,10
002025.SZ,S,455404,10
002025.SZ,S,669686,10
002025.SZ,S,883381,10
002025.SZ,S,1085349,10
002025.SZ,S,1289264,10
002025.SZ,S,1493995,10
002025.SZ,S,1700643,10
002025.SZ,S,1914418,10
002028.SZ,B,775,20
002028.SZ,B,455406,20
002028.SZ,B,883380,20
002028.SZ,B,1289265,20
002028.SZ,B,1701079,20
002028.SZ,S,775,10
002028.SZ,S,233084,10
002028.SZ,S,455406,10
002028.SZ,S,669688,10
002028.SZ,S,883380,10
002028.SZ,S,1085351,10
002028.SZ,S,1289265,10
002028.SZ,S,1493993,10
002028.SZ,S,1701079,10
002028.SZ,S,1914419,10
002030.SZ,B,817,20
002030.SZ,B,455410,20
002030.SZ,B,883377,20
002030.SZ,B,1289268,20
002030.SZ,B,1700642,20
002030.SZ,S,817,10
002030.SZ,S,233083,10
002030.SZ,S,455410,10
002030.SZ,S,670519,10
002030.SZ,S,883377,10
002030.SZ,S,1085293,10
002030.SZ,S,1289268,10
002030.SZ,S,1493994,10
002030.SZ,S,1700642,10
002030.SZ,S,1914416,10
002048.SZ,B,819,20
002048.SZ,B,455402,20
002048.SZ,B,883807,20
002048.SZ,B,1289266,20
002048.SZ,B,1700649,20
002048.SZ,S,819,10
002048.SZ,S,233080,10
002048.SZ,S,455402,10
002048.SZ,S,669671,10
002048.SZ,S,883807,10
002048.SZ,S,1085320,10
002048.SZ,S,1289266,10
002048.SZ,S,1493992,10
002048.SZ,S,1700649,10
002048.SZ,S,1914417,10
002056.SZ,B,818,20
002056.SZ,B,455401,20
002056.SZ,B,883382,20
002056.SZ,B,1289267,20
002056.SZ,B,1701093,20
002056.SZ,S,818,10
002056.SZ,S,233078,10
002056.SZ,S,455401,10
002056.SZ,S,670112,10
002056.SZ,S,883382,10
002056.SZ,S,1085312,10
002056.SZ,S,1289267,10
002056.SZ,S,1493989,10
002056.SZ,S,1701093,10
002056.SZ,S,1914415,10
002065.SZ,B,814,20
002065.SZ,B,455403,20
002065.SZ,B,883804,20
002065.SZ,B,1289271,20
002065.SZ,B,1700640,20
002065.SZ,S,814,10
002065.SZ,S,233079,10
002065.SZ,S,455403,10
002065.SZ,S,670097,10
002065.SZ,S,883804,10
002065.SZ,S,1085303,10
002065.SZ,S,1289271,10
002065.SZ,S,1494432,10
002065.SZ,S,1700640,10
002065.SZ,S,1914893,10
002078.SZ,B,816,20
002078.SZ,B,455407,20
002078.SZ,B,883384,20
002078.SZ,B,1289269,20
002078.SZ,B,1700638,20
002078.SZ,S,816,10
002078.SZ,S,233077,10
002078.SZ,S,455407,10
002078.SZ,S,669690,10
002078.SZ,S,883384,10
002078.SZ,S,1085311,10
002078.SZ,S,1289269,10
002078.SZ,S,1494437,10
002078.SZ,S,1700638,10
002078.SZ,S,1914414,10
002080.SZ,B,813,20
002080.SZ,B,455400,20
002080.SZ,B,883383,20
002080.SZ,B,1289272,20
002080.SZ,B,1700639,20
002080.SZ,S,813,10
002080.SZ,S,233091,10
002080.SZ,S,455400,10
002080.SZ,S,669703,10
002080.SZ,S,883383,10
002080.SZ,S,1085313,10
002080.SZ,S,1289272,10
002080.SZ,S,1493997,10
002080.SZ,S,1700639,10
002080.SZ,S,1914428,10
002081.SZ,B,815,20
002081.SZ,B,455418,20
002081.SZ,B,883820,20
002081.SZ,B,1289270,20
002081.SZ,B,1700637,20
002081.SZ,S,815,10
002081.SZ,S,233074,10
002081.SZ,S,455418,10
002081.SZ,S,669691,10
002081.SZ,S,883820,10
002081.SZ,S,1085310,10
002081.SZ,S,1289270,10
002081.SZ,S,1494006,10
002081.SZ,S,1700637,10
002081.SZ,S,1914413,10
002110.SZ,B,809,20
002110.SZ,B,455435,20
002110.SZ,B,883385,20
002110.SZ,B,1289260,20
002110.SZ,B,1700667,20
002110.SZ,S,809,10
002110.SZ,S,233092,10
002110.SZ,S,455435,10
002110.SZ,S,669689,10
002110.SZ,S,883385,10
002110.SZ,S,1085306,10
002110.SZ,S,1289260,10
002110.SZ,S,1494008,10
002110.SZ,S,1700667,10
002110.SZ,S,1914885,10
002124.SZ,B,812,20
002124.SZ,B,455398,20
002124.SZ,B,883387,20
002124.SZ,B,1289276,20
002124.SZ,B,1700665,20
002124.SZ,S,812,10
002124.SZ,S,233093,10
002124.SZ,S,455398,10
002124.SZ,S,669693,10
002124.SZ,S,883387,10
002124.SZ,S,1085305,10
002124.SZ,S,1289276,10
002124.SZ,S,1494007,10
002124.SZ,S,1700665,10
002124.SZ,S,1914411,10
002127.SZ,B,811,20
002127.SZ,B,455434,20
002127.SZ,B,883388,20
002127.SZ,B,1289274,20
002127.SZ,B,1700633,20
002127.SZ,S,811,10
002127.SZ,S,233110,10
002127.SZ,S,455434,10
002127.SZ,S,669697,10
002127.SZ,S,883388,10
002127.SZ,S,1085309,10
002127.SZ,S,1289274,10
002127.SZ,S,1494021,10
002127.SZ,S,1700633,10
002127.SZ,S,1914447,10
002128.SZ,B,810,20
002128.SZ,B,455419,20
002128.SZ,B,883371,20
002128.SZ,B,1289683,20
002128.SZ,B,1701109,20
002128.SZ,S,810,10
002128.SZ,S,233109,10
002128.SZ,S,455419,10
002128.SZ,S,669692,10
002128.SZ,S,883371,10
002128.SZ,S,1085308,10
002128.SZ,S,1289683,10
002128.SZ,S,1494023,10
002128.SZ,S,1701109,10
002128.SZ,S,1915345,10
002131.SZ,B,807,20
002131.SZ,B,455431,20
002131.SZ,B,883386,20
002131.SZ,B,1289279,20
002131.SZ,B,1700666,20
002131.SZ,S,807,10
002131.SZ,S,233094,10
002131.SZ,S,455431,10
002131.SZ,S,669694,10
002131.SZ,S,883386,10
002131.SZ,S,1085300,10
002131.SZ,S,1289279,10
002131.SZ,S,1494019,10
002131.SZ,S,1700666,10
002131.SZ,S,1914445,10
002138.SZ,B,808,20
002138.SZ,B,455432,20
002138.SZ,B,883400,20
002138.SZ,B,1289277,20
002138.SZ,B,1700664,20
002138.SZ,S,808,10
002138.SZ,S,233108,10
002138.SZ,S,455432,10
002138.SZ,S,669695,10
002138.SZ,S,883400,10
002138.SZ,S,1085315,10
002138.SZ,S,1289277,10
002138.SZ,S,1494022,10
002138.SZ,S,1700664,10
002138.SZ,S,1914446,10
002146.SZ,B,806,20
002146.SZ,B,455433,20
002146.SZ,B,883389,20
002146.SZ,B,1289275,20
002146.SZ,B,1700635,20
002146.SZ,S,806,10
002146.SZ,S,233106,10
002146.SZ,S,455433,10
002146.SZ,S,669698,10
002146.SZ,S,883389,10
002146.SZ,S,1085307,10
002146.SZ,S,1289275,10
002146.SZ,S,1494020,10
002146.SZ,S,1700635,10
002146.SZ,S,1914431,10
002152.SZ,B,776,20
002152.SZ,B,455430,20
002152.SZ,B,883403,20
002152.SZ,B,1289280,20
002152.SZ,B,1700661,20
002152.SZ,S,776,10
002152.SZ,S,233105,10
002152.SZ,S,455430,10
002152.SZ,S,669701,10
002152.SZ,S,883403,10
002152.SZ,S,1085304,10
002152.SZ,S,1289280,10
002152.SZ,S,1494018,10
002152.SZ,S,1700661,10
002152.SZ,S,1914444,10
002153.SZ,B,803,20
002153.SZ,B,455429,20
002153.SZ,B,883402,20
002153.SZ,B,1289281,20
002153.SZ,B,1700660,20
002153.SZ,S,803,10
002153.SZ,S,233104,10
002153.SZ,S,455429,10
002153.SZ,S,669702,10
002153.SZ,S,883402,10
002153.SZ,S,1085301,10
002153.SZ,S,1289281,10
002153.SZ,S,1494017,10
002153.SZ,S,1700660,10
002153.SZ,S,1914443,10
002155.SZ,B,774,20
002155.SZ,B,455436,20
002155.SZ,B,883401,20
002155.SZ,B,1289282,20
002155.SZ,B,1700659,20
002155.SZ,S,774,10
002155.SZ,S,233111,10
002155.SZ,S,455436,10
002155.SZ,S,669672,10
002155.SZ,S,883401,10
002155.SZ,S,1085302,10
002155.SZ,S,1289282,10
002155.SZ,S,1494456,10
002155.SZ,S,1700659,10
002155.SZ,S,1914442,10
002156.SZ,B,758,20
002156.SZ,B,455428,20
002156.SZ,B,883399,20
002156.SZ,B,1289278,20
002156.SZ,B,1700663,20
002156.SZ,S,758,10
002156.SZ,S,233107,10
002156.SZ,S,455428,10
002156.SZ,S,669696,10
002156.SZ,S,883399,10
002156.SZ,S,1085288,10
002156.SZ,S,1289278,10
002156.SZ,S,1494015,10
002156.SZ,S,1700663,10
002156.SZ,S,1914441,10
002183.SZ,B,742,20
002183.SZ,B,455426,20
002183.SZ,B,883393,20
002183.SZ,B,1289285,20
002183.SZ,B,1700654,20
002183.SZ,S,742,10
002183.SZ,S,233103,10
002183.SZ,S,455426,10
002183.SZ,S,669687,10
002183.SZ,S,883393,10
002183.SZ,S,1085289,10
002183.SZ,S,1289285,10
002183.SZ,S,1494012,10
002183.SZ,S,1700654,10
002183.SZ,S,1914440,10
002185.SZ,B,739,20
002185.SZ,B,455425,20
002185.SZ,B,883404,20
002185.SZ,B,1289283,20
002185.SZ,B,1700658,20
002185.SZ,S,739,10
002185.SZ,S,233100,10
002185.SZ,S,455425,10
002185.SZ,S,669699,10
002185.SZ,S,883404,10
002185.SZ,S,1085295,10
002185.SZ,S,1289283,10
002185.SZ,S,1494016,10
002185.SZ,S,1700658,10
002185.SZ,S,1914438,10
002191.SZ,B,738,20
002191.SZ,B,455424,20
002191.SZ,B,883397,20
002191.SZ,B,1289284,20
002191.SZ,B,1700657,20
002191.SZ,S,738,10
002191.SZ,S,233099,10
002191.SZ,S,455424,10
002191.SZ,S,670538,10
002191.SZ,S,883397,10
002191.SZ,S,1085290,10
002191.SZ,S,1289284,10
002191.SZ,S,1494011,10
002191.SZ,S,1700657,10
002191.SZ,S,1914437,10
002192.SZ,B,740,20
002192.SZ,B,455422,20
002192.SZ,B,883398,20
002192.SZ,B,1289289,20
002192.SZ,B,1700655,20
002192.SZ,S,740,10
002192.SZ,S,233101,10
002192.SZ,S,455422,10
002192.SZ,S,669651,10
002192.SZ,S,883398,10
002192.SZ,S,1085299,10
002192.SZ,S,1289289,10
002192.SZ,S,1494014,10
002192.SZ,S,1700655,10
002192.SZ,S,1914435,10
002195.SZ,B,737,20
002195.SZ,B,455421,20
002195.SZ,B,883395,20
002195.SZ,B,1289286,20
002195.SZ,B,1700656,20
002195.SZ,S,737,10
002195.SZ,S,233098,10
002195.SZ,S,455421,10
002195.SZ,S,669700,10
002195.SZ,S,883395,10
002195.SZ,S,1085291,10
002195.SZ,S,1289286,10
002195.SZ,S,1494010,10
002195.SZ,S,1700656,10
002195.SZ,S,1914436,10
002203.SZ,B,730,20
002203.SZ,B,455420,20
002203.SZ,B,883392,20
002203.SZ,B,1289287,20
002203.SZ,B,1700632,20
002203.SZ,S,730,10
002203.SZ,S,233097,10
002203.SZ,S,455420,10
002203.SZ,S,671778,10
002203.SZ,S,883392,10
002203.SZ,S,1085292,10
002203.SZ,S,1289287,10
002203.SZ,S,1494009,10
002203.SZ,S,1700632,10
002203.SZ,S,1914433,10
002212.SZ,B,736,20
002212.SZ,B,455399,20
002212.SZ,B,883391,20
002212.SZ,B,1289288,20
002212.SZ,B,1700617,20
002212.SZ,S,736,10
002212.SZ,S,233096,10
002212.SZ,S,455399,10
002212.SZ,S,669650,10
002212.SZ,S,883391,10
002212.SZ,S,1085294,10
002212.SZ,S,1289288,10
002212.SZ,S,1493990,10
002212.SZ,S,1700617,10
002212.SZ,S,1914432,10
002221.SZ,B,734,20
002221.SZ,B,457204,20
002221.SZ,B,884211,20
002221.SZ,B,1290526,20
002221.SZ,B,1700653,20
002221.SZ,S,734,10
002221.SZ,S,233556,10
002221.SZ,S,457204,10
002221.SZ,S,670093,10
002221.SZ,S,884211,10
002221.SZ,S,1085297,10
002221.SZ,S,1290526,10
002221.SZ,S,1494013,10
002221.SZ,S,1700653,10
002221.SZ,S,1914434,10
002223.SZ,B,735,20
002223.SZ,B,455417,20
002223.SZ,B,883390,20
002223.SZ,B,1289290,20
002223.SZ,B,1700612,20
002223.SZ,S,735,10
002223.SZ,S,233095,10
002223.SZ,S,455417,10
002223.SZ,S,669649,10
002223.SZ,S,883390,10
002223.SZ,S,1085296,10
002223.SZ,S,1289290,10
002223.SZ,S,1493972,10
002223.SZ,S,1700612,10
002223.SZ,S,1914412,10
002242.SZ,B,733,20
002242.SZ,B,455423,20
002242.SZ,B,883394,20
002242.SZ,B,1289259,20
002242.SZ,B,1700634,20
002242.SZ,S,733,10
002242.SZ,S,233075,10
002242.SZ,S,455423,10
002242.SZ,S,669670,10
002242.SZ,S,883394,10
002242.SZ,S,1085314,10
002242.SZ,S,1289259,10
002242.SZ,S,1493988,10
002242.SZ,S,1700634,10
002242.SZ,S,1914439,10
002244.SZ,B,732,20
002244.SZ,B,455381,20
002244.SZ,B,883372,20
002244.SZ,B,1289261,20
002244.SZ,B,1700608,20
002244.SZ,S,732,10
002244.SZ,S,233052,10
002244.SZ,S,455381,10
002244.SZ,S,669645,10
002244.SZ,S,883372,10
002244.SZ,S,1085298,10
002244.SZ,S,1289261,10
002244.SZ,S,1493965,10
002244.SZ,S,1700608,10
002244.SZ,S,1914410,10
002249.SZ,B,731,20
002249.SZ,B,455373,20
002249.SZ,B,883801,20
002249.SZ,B,1289241,20
002249.SZ,B,1700606,20
002249.SZ,S,731,10
002249.SZ,S,233073,10
002249.SZ,S,455373,10
002249.SZ,S,670972,10
002249.SZ,S,883801,10
002249.SZ,S,1085316,10
002249.SZ,S,1289241,10
002249.SZ,S,1493967,10
002249.SZ,S,1700606,10
002249.SZ,S,1914395,10
002250.SZ,B,743,20
002250.SZ,B,455397,20
002250.SZ,B,883396,20
002250.SZ,B,1289257,20
002250.SZ,B,1700668,20
002250.SZ,S,743,10
002250.SZ,S,233102,10
002250.SZ,S,455397,10
002250.SZ,S,669647,10
002250.SZ,S,883396,10
002250.SZ,S,1085348,10
002250.SZ,S,1289257,10
002250.SZ,S,1494024,10
002250.SZ,S,1700668,10
002250.SZ,S,1914429,10
002266.SZ,B,729,20
002266.SZ,B,455376,20
002266.SZ,B,883370,20
002266.SZ,B,1289674,20
002266.SZ,B,1700610,20
002266.SZ,S,729,10
002266.SZ,S,233058,10
002266.SZ,S,455376,10
002266.SZ,S,669646,10
002266.SZ,S,883370,10
002266.SZ,S,1085346,10
002266.SZ,S,1289674,10
002266.SZ,S,1493962,10
002266.SZ,S,1700610,10
002266.SZ,S,1914388,10
002268.SZ,B,719,20
002268.SZ,B,455374,20
002268.SZ,B,883356,20
002268.SZ,B,1289239,20
002268.SZ,B,1700609,20
002268.SZ,S,719,10
002268.SZ,S,233045,10
002268.SZ,S,455374,10
002268.SZ,S,669652,10
002268.SZ,S,883356,10
002268.SZ,S,1085345,10
002268.SZ,S,1289239,10
002268.SZ,S,1493968,10
002268.SZ,S,1700609,10
002268.SZ,S,1914376,10
002273.SZ,B,721,20
002273.SZ,B,455372,20
002273.SZ,B,883348,20
002273.SZ,B,1289291,20
002273.SZ,B,1700607,20
002273.SZ,S,721,10
002273.SZ,S,233508,10
002273.SZ,S,455372,10
002273.SZ,S,669642,10
002273.SZ,S,883348,10
002273.SZ,S,1085318,10
002273.SZ,S,1289291,10
002273.SZ,S,1493964,10
002273.SZ,S,1700607,10
002273.SZ,S,1914387,10
002281.SZ,B,720,20
002281.SZ,B,455378,20
002281.SZ,B,883350,20
002281.SZ,B,1289672,20
002281.SZ,B,1700605,20
002281.SZ,S,720,10
002281.SZ,S,233509,10
002281.SZ,S,455378,10
002281.SZ,S,670069,10
002281.SZ,S,883350,10
002281.SZ,S,1085347,10
002281.SZ,S,1289672,10
002281.SZ,S,1494410,10
002281.SZ,S,1700605,10
002281.SZ,S,1914391,10
002294.SZ,B,722,20
002294.SZ,B,455370,20
002294.SZ,B,883352,20
002294.SZ,B,1290969,20
002294.SZ,B,1700613,20
002294.SZ,S,722,10
002294.SZ,S,233050,10
002294.SZ,S,455370,10
002294.SZ,S,669644,10
002294.SZ,S,883352,10
002294.SZ,S,1085344,10
002294.SZ,S,1290969,10
002294.SZ,S,1493961,10
002294.SZ,S,1700613,10
002294.SZ,S,1914385,10
002299.SZ,B,728,20
002299.SZ,B,455371,20
002299.SZ,B,883347,20
002299.SZ,B,1289238,20
002299.SZ,B,1700601,20
002299.SZ,S,728,10
002299.SZ,S,233049,10
002299.SZ,S,455371,10
002299.SZ,S,669641,10
002299.SZ,S,883347,10
002299.SZ,S,1085343,10
002299.SZ,S,1289238,10
002299.SZ,S,1493963,10
002299.SZ,S,1700601,10
002299.SZ,S,1914386,10
002326.SZ,B,724,20
002326.SZ,B,455377,20
002326.SZ,B,883346,20
002326.SZ,B,1289242,20
002326.SZ,B,1700599,20
002326.SZ,S,724,10
002326.SZ,S,233046,10
002326.SZ,S,455377,10
002326.SZ,S,669640,10
002326.SZ,S,883346,10
002326.SZ,S,1085342,10
002326.SZ,S,1289242,10
002326.SZ,S,1493960,10
002326.SZ,S,1700599,10
002326.SZ,S,1914384,10
002340.SZ,B,723,20
002340.SZ,B,455369,20
002340.SZ,B,883345,20
002340.SZ,B,1289235,20
002340.SZ,B,1700600,20
002340.SZ,S,723,10
002340.SZ,S,233048,10
002340.SZ,S,455369,10
002340.SZ,S,669653,10
002340.SZ,S,883345,10
002340.SZ,S,1085341,10
002340.SZ,S,1289235,10
002340.SZ,S,1493958,10
002340.SZ,S,1700600,10
002340.SZ,S,1914383,10
002353.SZ,B,725,20
002353.SZ,B,455366,20
002353.SZ,B,883351,20
002353.SZ,B,1289234,20
002353.SZ,B,1700611,20
002353.SZ,S,725,10
002353.SZ,S,233047,10
002353.SZ,S,455366,10
002353.SZ,S,669669,10
002353.SZ,S,883351,10
002353.SZ,S,1085340,10
002353.SZ,S,1289234,10
002353.SZ,S,1493957,10
002353.SZ,S,1700611,10
002353.SZ,S,1914381,10
002368.SZ,B,741,20
002368.SZ,B,455368,20
002368.SZ,B,883342,20
002368.SZ,B,1289231,20
002368.SZ,B,1700623,20
002368.SZ,S,741,10
002368.SZ,S,233040,10
002368.SZ,S,455368,10
002368.SZ,S,669655,10
002368.SZ,S,883342,10
002368.SZ,S,1085337,10
002368.SZ,S,1289231,10
002368.SZ,S,1493955,10
002368.SZ,S,1700623,10
002368.SZ,S,1914382,10
002372.SZ,B,727,20
002372.SZ,B,455365,20
002372.SZ,B,883343,20
002372.SZ,B,1289233,20
002372.SZ,B,1700614,20
002372.SZ,S,727,10
002372.SZ,S,233053,10
002372.SZ,S,455365,10
002372.SZ,S,670061,10
002372.SZ,S,883343,10
002372.SZ,S,1085339,10
002372.SZ,S,1289233,10
002372.SZ,S,1493956,10
002372.SZ,S,1700614,10
002372.SZ,S,1914380,10
002373.SZ,B,746,20
002373.SZ,B,455367,20
002373.SZ,B,883344,20
002373.SZ,B,1289230,20
002373.SZ,B,1700629,20
002373.SZ,S,746,10
002373.SZ,S,233043,10
002373.SZ,S,455367,10
002373.SZ,S,669639,10
002373.SZ,S,883344,10
002373.SZ,S,1085335,10
002373.SZ,S,1289230,10
002373.SZ,S,1493959,10
002373.SZ,S,1700629,10
002373.SZ,S,1914390,10
002384.SZ,B,744,20
002384.SZ,B,455362,20
002384.SZ,B,883340,20
002384.SZ,B,1289240,20
002384.SZ,B,1700628,20
002384.SZ,S,744,10
002384.SZ,S,233042,10
002384.SZ,S,455362,10
002384.SZ,S,669657,10
002384.SZ,S,883340,10
002384.SZ,S,1085338,10
002384.SZ,S,1289240,10
002384.SZ,S,1493966,10
002384.SZ,S,1700628,10
002384.SZ,S,1914379,10
002385.SZ,B,726,20
002385.SZ,B,455364,20
002385.SZ,B,883341,20
002385.SZ,B,1289232,20
002385.SZ,B,1700627,20
002385.SZ,S,726,10
002385.SZ,S,233044,10
002385.SZ,S,455364,10
002385.SZ,S,669658,10
002385.SZ,S,883341,10
002385.SZ,S,1085334,10
002385.SZ,S,1289232,10
002385.SZ,S,1493986,10
002385.SZ,S,1700627,10
002385.SZ,S,1914378,10
002396.SZ,B,759,20
002396.SZ,B,455375,20
002396.SZ,B,883339,20
002396.SZ,B,1289243,20
002396.SZ,B,1700625,20
002396.SZ,S,759,10
002396.SZ,S,233041,10
002396.SZ,S,455375,10
002396.SZ,S,669660,10
002396.SZ,S,883339,10
002396.SZ,S,1085336,10
002396.SZ,S,1289243,10
002396.SZ,S,1494412,10
002396.SZ,S,1700625,10
002396.SZ,S,1914409,10
002399.SZ,B,772,20
002399.SZ,B,457680,20
002399.SZ,B,884218,20
002399.SZ,B,1289247,20
002399.SZ,B,1700626,20
002399.SZ,S,772,10
002399.SZ,S,233499,10
002399.SZ,S,457680,10
002399.SZ,S,669659,10
002399.SZ,S,884218,10
002399.SZ,S,1085332,10
002399.SZ,S,1289247,10
002399.SZ,S,1493971,10
002399.SZ,S,1700626,10
002399.SZ,S,1914389,10
002407.SZ,B,770,20
002407.SZ,B,455396,20
002407.SZ,B,883338,20
002407.SZ,B,1289258,20
002407.SZ,B,1700631,20
002407.SZ,S,770,10
002407.SZ,S,233039,10
002407.SZ,S,455396,10
002407.SZ,S,669654,10
002407.SZ,S,883338,10
002407.SZ,S,1085330,10
002407.SZ,S,1289258,10
002407.SZ,S,1493969,10
002407.SZ,S,1700631,10
002407.SZ,S,1914393,10
002409.SZ,B,771,20
002409.SZ,B,455391,20
002409.SZ,B,883349,20
002409.SZ,B,1289246,20
002409.SZ,B,1700621,20
002409.SZ,S,771,10
002409.SZ,S,233051,10
002409.SZ,S,455391,10
002409.SZ,S,669706,10
002409.SZ,S,883349,10
002409.SZ,S,1085333,10
002409.SZ,S,1289246,10
002409.SZ,S,1494411,10
002409.SZ,S,1700621,10
002409.SZ,S,1914377,10
002416.SZ,B,769,20
002416.SZ,B,455380,20
002416.SZ,B,886300,20
002416.SZ,B,1289245,20
002416.SZ,B,1700624,20
002416.SZ,S,769,10
002416.SZ,S,233532,10
002416.SZ,S,455380,10
002416.SZ,S,669661,10
002416.SZ,S,886300,10
002416.SZ,S,1085329,10
002416.SZ,S,1289245,10
002416.SZ,S,1493987,10
002416.SZ,S,1700624,10
002416.SZ,S,1914406,10
002422.SZ,B,765,20
002422.SZ,B,455363,20
002422.SZ,B,883366,20
002422.SZ,B,1289250,20
002422.SZ,B,1700615,20
002422.SZ,S,765,10
002422.SZ,S,233056,10
002422.SZ,S,455363,10
002422.SZ,S,669663,10
002422.SZ,S,883366,10
002422.SZ,S,1085331,10
002422.SZ,S,1289250,10
002422.SZ,S,1493985,10
002422.SZ,S,1700615,10
002422.SZ,S,1914408,10
002423.SZ,B,768,20
002423.SZ,B,455395,20
002423.SZ,B,883354,20
002423.SZ,B,1289249,20
002423.SZ,B,1700619,20
002423.SZ,S,768,10
002423.SZ,S,233054,10
002423.SZ,S,455395,10
002423.SZ,S,669662,10
002423.SZ,S,883354,10
002423.SZ,S,1085328,10
002423.SZ,S,1289249,10
002423.SZ,S,1493982,10
002423.SZ,S,1700619,10
002423.SZ,S,1914405,10
002430.SZ,B,767,20
002430.SZ,B,455392,20
002430.SZ,B,884221,20
002430.SZ,B,1290061,20
002430.SZ,B,1700622,20
002430.SZ,S,767,10
002430.SZ,S,233070,10
002430.SZ,S,455392,10
002430.SZ,S,669666,10
002430.SZ,S,884221,10
002430.SZ,S,1085326,10
002430.SZ,S,1290061,10
002430.SZ,S,1493984,10
002430.SZ,S,1700622,10
002430.SZ,S,1914392,10
002434.SZ,B,773,20
002434.SZ,B,455394,20
002434.SZ,B,883368,20
002434.SZ,B,1289644,20
002434.SZ,B,1700618,20
002434.SZ,S,773,10
002434.SZ,S,233072,10
002434.SZ,S,455394,10
002434.SZ,S,669665,10
002434.SZ,S,883368,10
002434.SZ,S,1085324,10
002434.SZ,S,1289644,10
002434.SZ,S,1493981,10
002434.SZ,S,1700618,10
002434.SZ,S,1914404,10
002439.SZ,B,766,20
002439.SZ,B,455390,20
002439.SZ,B,883367,20
002439.SZ,B,1289244,20
002439.SZ,B,1700669,20
002439.SZ,S,766,10
002439.SZ,S,233069,10
002439.SZ,S,455390,10
002439.SZ,S,670088,10
002439.SZ,S,883367,10
002439.SZ,S,1085325,10
002439.SZ,S,1289244,10
002439.SZ,S,1493983,10
002439.SZ,S,1700669,10
002439.SZ,S,1914402,10
002444.SZ,B,764,20
002444.SZ,B,455389,20
002444.SZ,B,883361,20
002444.SZ,B,1289251,20
002444.SZ,B,1700620,20
002444.SZ,S,764,10
002444.SZ,S,233071,10
002444.SZ,S,455389,10
002444.SZ,S,669741,10
002444.SZ,S,883361,10
002444.SZ,S,1085327,10
002444.SZ,S,1289251,10
002444.SZ,S,1493980,10
002444.SZ,S,1700620,10
002444.SZ,S,1914525,10
002465.SZ,B,761,20
002465.SZ,B,455379,20
002465.SZ,B,885053,20
002465.SZ,B,1289252,20
002465.SZ,B,1700741,20
002465.SZ,S,761,10
002465.SZ,S,233068,10
002465.SZ,S,455379,10
002465.SZ,S,669668,10
002465.SZ,S,885053,10
002465.SZ,S,1085321,10
002465.SZ,S,1289252,10
002465.SZ,S,1493979,10
002465.SZ,S,1700741,10
002465.SZ,S,1914401,10
002468.SZ,B,763,20
002468.SZ,B,455393,20
002468.SZ,B,883365,20
002468.SZ,B,1289273,20
002468.SZ,B,1700636,20
002468.SZ,S,763,10
002468.SZ,S,233067,10
002468.SZ,S,455393,10
002468.SZ,S,669664,10
002468.SZ,S,883365,10
002468.SZ,S,1085323,10
002468.SZ,S,1289273,10
002468.SZ,S,1493970,10
002468.SZ,S,1700636,10
002468.SZ,S,1914407,10
002497.SZ,B,760,20
002497.SZ,B,455385,20
002497.SZ,B,883353,20
002497.SZ,B,1289256,20
002497.SZ,B,1700671,20
002497.SZ,S,760,10
002497.SZ,S,233065,10
002497.SZ,S,455385,10
002497.SZ,S,670082,10
002497.SZ,S,883353,10
